year,title,artist,number,genre
2011,The Time (Dirty Bit) ,Black Eyed Peas,3040689,랩/힙합
2011,What The Hell ,Avril Lavigne,3357752,POP
2011,Sex Apeal (Max Farenthide Radio Edit) (Feat. Mike W.) ,Bueno Clinic,3559879,일렉트로니카
2011,Sorry For Party Rocking ,LMFAO,3449749,POP
2011,Best Thing I Never Had ,Beyonce,3445271,POP
2011,Born This Way ,Lady Gaga,3410662,POP
2011,S&M Remix (Single Version) (Feat. Britney Spears) ,Rihanna,3364650,POP
2011,Sex On The Beach (Radio Edit) ,Spankers,3331548,일렉트로니카
2011,Rolling in the Deep (Explicit Ver.) ,Adele,3143265,R&B/Soul
2011,TiK ToK ,Kesha,2386148,POP
2011,Because Of You (Original Mix) ,Kelly Clarkson,2183857,POP
2011,Baby (Feat. Ludacris) ,Justin Bieber,2590048,POP
2011,Price Tag (Feat. B.o.B) ,Jessie J,3607986,POP
2011,Sexy Bitch (feat. Akon) ,David Guetta,3040898,일렉트로니카
2011,Empire State Of Mind (Feat. Alicia Keys) ,JAY-Z,3034854,랩/힙합
2011,The World As I See It ,Jason Mraz,3555275,록/메탈
2011,Slow Motion (Album Version) ,Karina,1922885,R&B/Soul
2011,Love Letter ,R. Kelly,3069949,R&B/Soul
2011,Hold It Against Me ,Britney Spears,3339177,POP
2011,Love The Way You Lie (Part II) (Pt. 2) (Feat. Eminem) ,Rihanna,3023250,POP
2011,Just The Way You Are ,Bruno Mars,3146162,R&B/Soul
2011,I Wanna Go ,Britney Spears,3339179,POP
2011,Love Love Love (Feat. Jason Mraz) ,Hope,3417056,POP
2011,Take A Bow ,Rihanna,1889494,R&B/Soul
2011,Hotel Room Service ,Pitbull,2299313,랩/힙합
2011,Love The Way You Lie (Feat. Rihanna) ,Eminem,2728462,랩/힙합
2011,We No Speak Americano (Original Mix) ,Yolanda Be Cool,2944373,일렉트로니카
2011,I Forgive You ,Kelly Clarkson,3584525,"POP, 록/메탈"
2011,Sing Sing Sing (Yolanda Be Cool & Dcup Edit) ,Jazzbit,2988460,일렉트로니카
2011,"Bon, Bon ",Pitbull,36101146,"POP, 랩/힙합"
2011,Say You Love Me ,M.Y.M.P,2213156,포크
2011,Fine ,Tiago Iorc,22808575,일렉트로니카
2011,Poker Face ,Lady Gaga,2056690,POP
2011,Turn It Up (Feat. Usher) ,Ciara,3067170,R&B/Soul
2011,This Love ,Maroon 5,1687986,록/메탈
2011,Time is Running Out ,Muse,487627,록/메탈
2011,Lighters (Feat. Bruno Mars) ,Bad Meets Evil,3439724,랩/힙합
2011,Bomba (Klass Club Mix) (영화 '검사외전 강동원 댄스' 삽입곡) ,Jessy Matador,3524358,일렉트로니카
2011,Judas ,Lady Gaga,3410687,POP
2011,Without You (Feat. Usher) ,David Guetta,3983717,일렉트로니카
2012,Moves Like Jagger (Feat. Christina Aguilera) (Studio Recording From The Voice Performance) ,Maroon 5,3835681,록/메탈
2012,Payphone (Feat. Wiz Khalifa) ,Maroon 5,3835667,록/메탈
2012,Rolling in the Deep (Explicit Ver.) ,Adele,3143265,R&B/Soul
2012,Party Rock Anthem (Feat. Lauren Bennett & GoonRock) (기아자동차 소울 광고 삽입곡) ,LMFAO,3449750,POP
2012,,LMFAO,3671433,일렉트로니카
2012,Sex Apeal (Max Farenthide Radio Edit) (Feat. Mike W.) ,Bueno Clinic,3559879,일렉트로니카
2012,One More Night ,Maroon 5,3835666,록/메탈
2012,Call Me Maybe ,Carly Rae Jepsen,3803062,POP
2012,Be Be Your Love ,Rachael Yamagata,926046,POP
2012,"Mama Do (Uh Oh, Uh Oh) ",Pixie Lott,2220302,POP
2012,I Won't Give Up ,Jason Mraz,3664293,록/메탈
2012,Just The Way You Are ,Bruno Mars,3146162,R&B/Soul
2012,La La La (Hot Girls) (English Ver.) (개그콘서트-사마귀유치원 배경음악) ,Da' Zoo,3547506,일렉트로니카
2012,Sunday Morning ,Maroon 5,1331699,POP
2012,Someone Like You ,Adele,3143275,R&B/Soul
2012,Bomba (Klass Club Mix) (영화 '검사외전 강동원 댄스' 삽입곡) ,Jessy Matador,3524358,일렉트로니카
2012,I Got My Eye On You (Cristian Marchi & Paolo Sandrini Perfect Edit) (Feat. Luciana) ,Nari & Milani,2992122,일렉트로니카
2012,Camper (Feat. Jason Rene) (Radio Mix) ,Albert Kick,3425290,일렉트로니카
2012,Halo ,Beyonce,2017159,R&B/Soul
2012,Shut Up And Let Me Go ,The Ting Tings,1923229,록/메탈
2012,I'm Yours ,Jason Mraz,4846905,록/메탈
2012,Take A Bow ,Rihanna,1889494,R&B/Soul
2012,Sorry For Party Rocking ,LMFAO,3449749,POP
2012,TiK ToK ,Kesha,2386148,POP
2012,This Love ,Maroon 5,1687986,록/메탈
2012,Slow Motion (Album Version) ,Karina,1922885,R&B/Soul
2012,Marry You ,Bruno Mars,3146166,R&B/Soul
2012,Sexy Shake (Album Edit) ,Rene Rodrigezz,3458809,일렉트로니카
2012,Sexy And I Know It ,LMFAO,3449751,POP
2012,Looking 4 Myself (Feat. Luke Steele) ,Usher,3855374,R&B/Soul
2012,Because Of You (Original Mix) ,Kelly Clarkson,2183857,POP
2012,Lucky (Feat. Colbie Caillat) ,Jason Mraz,1868209,록/메탈
2012,One More Night ,Maroon 5,3835593,"POP, 록/메탈"
2012,All I Want for Christmas Is You ,Mariah Carey,14776,R&B/Soul
2012,Baby (Feat. Ludacris) ,Justin Bieber,2590048,POP
2012,Paso (The Nini Anthem) (MBC 무한도전 '박명수의 어떤가요' 하하 추천곡) ,Sak Noel,3760774,일렉트로니카
2012,I'm Yours ,Jason Mraz,1860268,POP
2012,Shake That Boo Boo (Radio Edit) ,Modana,3824219,일렉트로니카
2012,Shots (Feat. Lil Jon) ,LMFAO,2275567,POP
2012,Grenade ,Bruno Mars,3146161,R&B/Soul
2012,Die Young ,Kesha,3915590,POP
2012,Scream ,Usher,3855366,R&B/Soul
2012,I'm In The House (Feat. [[[zuper blahq]]]) ,Steve Aoki,106830384,일렉트로니카
2012,Wait For You ,Chris Brown,3844156,R&B/Soul
2012,Empire State Of Mind (Feat. Alicia Keys) ,JAY-Z,3034854,랩/힙합
2012,Away (Slayback Juicy Remix) ,Bueno Clinic,3705650,일렉트로니카
2012,Mercy (소녀시대 'Dancing Queen' 리메이크곡) ,Duffy,1882950,R&B/Soul
2012,Tears Always Win ,Alicia Keys,3971177,R&B/Soul
2012,Skyfall (Full Length) ,Adele,3920432,POP
2012,We Are Never Ever Getting Back Together ,Taylor Swift,106730199,컨트리
2013,Call Me Maybe ,Carly Rae Jepsen,3803062,POP
2013,The Bad Touch (Gordon & Doyle Edit) ,DJ Gollum,4070694,일렉트로니카
2013,Call You Mine (Feat. Geologic Of The Blue Scholars) ,Jeff Bernat,3808189,R&B/Soul
2013,Someone Like You ,Adele,3143275,R&B/Soul
2013,The Fox (What Does the Fox Say?) ,Ylvis,4236972,POP
2013,Get Up (Rattle) (Feat. Far East Movement) ,Bingo Players,4035978,일렉트로니카
2013,Groovin' ,Jeff Bernat,3808190,R&B/Soul
2013,Lucky Strike ,Maroon 5,3835596,"POP, 록/메탈"
2013,Marry You ,Bruno Mars,3146166,R&B/Soul
2013,Ode To Oi ,TJR,4042219,일렉트로니카
2013,Payphone (Feat. Wiz Khalifa) ,Maroon 5,3835594,"POP, 록/메탈"
2013,Play Hard (Feat. Ne-Yo & Akon) (New Edit) ,David Guetta,4073498,일렉트로니카
2013,Moves Like Jagger (Studio Recording From The Voice Performance) (Feat. Christina Aguilera) ,Maroon 5,3835605,"POP, 록/메탈"
2013,Shake That Boo Boo (Radio Edit) ,Modana,3824219,일렉트로니카
2013,Sunday Morning ,Maroon 5,1331699,POP
2013,Baby (Feat. Ludacris) ,Justin Bieber,2590048,POP
2013,Just The Way You Are ,Bruno Mars,3146162,R&B/Soul
2013,Ain't A Party (Feat. Harrison) (Radio Edit) ,David Guetta,4165272,일렉트로니카
2013,Young Girls ,Bruno Mars,3986045,R&B/Soul
2013,Away (Slayback Juicy Remix) ,Bueno Clinic,3705650,일렉트로니카
2013,Slow Motion (Album Version) ,Karina,1922885,R&B/Soul
2013,Halo ,Beyonce,2017159,R&B/Soul
2013,All I Want for Christmas Is You ,Mariah Carey,14776,R&B/Soul
2013,When I Was Your Man ,Bruno Mars,3986050,R&B/Soul
2013,Paso (The Nini Anthem) (MBC 무한도전 '박명수의 어떤가요' 하하 추천곡) ,Sak Noel,3760774,일렉트로니카
2013,If You Wonder ,Jeff Bernat,3808188,R&B/Soul
2013,Nothing Like Us ,Justin Bieber,4021975,POP
2013,Sex Apeal (Max Farenthide Radio Edit) (Feat. Mike W.) ,Bueno Clinic,3559879,일렉트로니카
2013,Bangarang (Feat. Sirah) ,Skrillex,3657794,일렉트로니카
2013,Take A Bow ,Rihanna,1889494,R&B/Soul
2013,Dyskoteka Gra (DJ QiDD 4Fun Mix) ,Akurat,3824948,일렉트로니카
2013,,DJ Chuckie,4058447,일렉트로니카
2013,One Two Fuck You (Original Mix) ,Kastenholt & Dee,4001771,일렉트로니카
2013,Black (From The Waist Down) (Feat. Jason Rene) (Radio Edit) ,Albert Kick,4065762,일렉트로니카
2013,La La La (Hot Girls) (English Ver.) (개그콘서트-사마귀유치원 배경음악) ,Da' Zoo,3547506,일렉트로니카
2013,Harlem Shake ,Baauer,4038214,일렉트로니카
2013,Rolling in the Deep (Explicit Ver.) ,Adele,3143265,R&B/Soul
2013,,DJ Chuckie,3861904,일렉트로니카
2013,Suit & Tie (Feat. Jay-Z) ,Justin Timberlake,4013287,POP
2013,Cool Girls ,Jeff Bernat,3808182,R&B/Soul
2013,Lucky (Feat. Colbie Caillat) ,Jason Mraz,1868209,록/메탈
2013,One More Night ,Maroon 5,3835593,"POP, 록/메탈"
2013,Because Of You (Original Mix) ,Kelly Clarkson,2183857,POP
2013,Tears Always Win ,Alicia Keys,3971177,R&B/Soul
2013,Bomba (Klass Club Mix) (영화 '검사외전 강동원 댄스' 삽입곡) ,Jessy Matador,3524358,일렉트로니카
2013,Party Rock Anthem (Feat. Lauren Bennett & GoonRock) (기아자동차 소울 광고 삽입곡) ,LMFAO,3449750,POP
2013,Let's F＊＊k (Feat. Max'C) (Perfect Edit) ,Cristian Marchi,4163510,일렉트로니카
2013,This Love ,Maroon 5,1687986,록/메탈
2013,Love The Way You Lie (Feat. Rihanna) ,Eminem,3119776,랩/힙합
2013,I Love It (feat. Charli XCX) ,Icona Pop,3934594,일렉트로니카
2014,Maps ,Maroon 5,5704745,"POP, 록/메탈"
2014,Lost Stars ,Adam Levine,4743560,"POP, 록/메탈, 국외영화"
2014,Let It Go ,Idina Menzel,4342899,"POP, 애니메이션/웹툰, 키즈, 만화"
2014,Call You Mine (Feat. Geologic Of The Blue Scholars) ,Jeff Bernat,3808189,R&B/Soul
2014,"Let It Go (From ""Frozen""/Soundtrack Version) ",Idina Menzel,4389943,"POP, 애니메이션/웹툰, 키즈, 만화"
2014,No One Else Like You ,Adam Levine,4743562,"록/메탈, 국외영화"
2014,Bad (Feat. Vassy) (Radio Edit) ,David Guetta,4585736,일렉트로니카
2014,"Do You Want to Build a Snowman? (From ""Frozen""/Soundtrack Version) ",Kristen Bell,4389940,"POP, 애니메이션/웹툰, 키즈, 만화"
2014,Tell Me If You Wanna Go Home ,Keira Knightley,4743561,"록/메탈, 국외영화"
2014,"Love Is an Open Door (From ""Frozen""/Soundtrack Version) ",Kristen Bell,4389942,"POP, 애니메이션/웹툰, 키즈, 만화"
2014,Problem (Feat. Iggy Azalea) ,Ariana Grande,4836114,POP
2014,A Step You Can’t Take Back ,Keira Knightley,4743571,"록/메탈, 국외영화"
2014,Lost Stars ,Keira Knightley,4743564,"록/메탈, 국외영화"
2014,A Higher Place ,Adam Levine,4743565,"록/메탈, 국외영화"
2014,Marry You ,Bruno Mars,3146166,R&B/Soul
2014,"For the First Time in Forever (From ""Frozen""/Soundtrack Version) ",Kristen Bell,4389941,"POP, 애니메이션/웹툰, 키즈, 만화"
2014,Coming Up Roses ,Keira Knightley,4743569,"록/메탈, 국외영화"
2014,Someone Like You ,Adele,3143275,R&B/Soul
2014,Love Never Felt So Good ,Michael Jackson,4640746,POP
2014,The Bad Touch (Gordon & Doyle Edit) ,DJ Gollum,4070694,일렉트로니카
2014,Animals ,Maroon 5,4857978,"POP, 록/메탈"
2014,Like A Fool ,Keira Knightley,4743566,"POP, 국외영화"
2014,#Selfie ,The Chainsmokers,4511990,일렉트로니카
2014,Ain't A Party (Feat. Harrison) (Radio Edit) ,David Guetta,4165272,일렉트로니카
2014,Sunday Morning ,Maroon 5,1331699,POP
2014,Lucky Strike ,Maroon 5,3835596,"POP, 록/메탈"
2014,Groovin' ,Jeff Bernat,3808190,R&B/Soul
2014,If You Wonder ,Jeff Bernat,3808188,R&B/Soul
2014,Happy (Gru's Theme From Despicable Me 2) ,Pharrell Williams,4374667,POP
2014,Call Me Maybe ,Carly Rae Jepsen,3803062,POP
2014,The Monster (Feat. Rihanna) ,Eminem,4305908,랩/힙합
2014,Just The Way You Are ,Bruno Mars,3146162,R&B/Soul
2014,When I Was Your Man ,Bruno Mars,3986050,R&B/Soul
2014,Get Lucky (feat. Pharrell Williams and Nile Rodgers) ,Daft Punk,4118346,일렉트로니카
2014,Payphone (Feat. Wiz Khalifa) ,Maroon 5,3835594,"POP, 록/메탈"
2014,Lost Stars (Into The Night Mix) ,Adam Levine,4743572,"록/메탈, 국외영화"
2014,Mi Mi Mi (Radio Edit) ,Serebro,4379566,일렉트로니카
2014,Treasure ,Bruno Mars,3986048,R&B/Soul
2014,House Baby (Club Edit) ,Verano,4201218,일렉트로니카
2014,Slow Motion (Album Version) ,Karina,1922885,R&B/Soul
2014,Bangarang (Feat. Sirah) ,Skrillex,3657794,일렉트로니카
2014,The Fox (What Does the Fox Say?) ,Ylvis,4236972,POP
2014,Let's Get F*cked Up ,Lil Jon,4531831,일렉트로니카
2014,Moves Like Jagger (Studio Recording From The Voice Performance) (Feat. Christina Aguilera) ,Maroon 5,3835605,"POP, 록/메탈"
2014,Ode To Oi ,TJR,4042219,일렉트로니카
2014,All I Want for Christmas Is You ,Mariah Carey,14776,R&B/Soul
2014,Tell Me If You Wanna Go Home (Rooftop Mix) (Feat. Hailee Steinfeld) ,Keira Knightley,4743574,"록/메탈, 국외영화"
2014,Take A Bow ,Rihanna,1889494,R&B/Soul
2014,Play Hard (Feat. Ne-Yo & Akon) (New Edit) ,David Guetta,4073498,일렉트로니카
2014,Love The Way You Lie (Part II) (Pt. 2) (Feat. Eminem) ,Rihanna,3023250,POP
2015,Sugar ,Maroon 5,4857981,"POP, 록/메탈"
2015,I'm Not The Only One ,Sam Smith,4660794,POP
2015,Uptown Funk (Feat. Bruno Mars) ,Mark Ronson,5459268,POP
2015,Problem (Feat. Iggy Azalea) ,Ariana Grande,4836114,POP
2015,Lost Stars ,Adam Levine,4743560,"POP, 록/메탈, 국외영화"
2015,Maps ,Maroon 5,5704745,"POP, 록/메탈"
2015,Hello ,Adele,7899235,POP
2015,Treasure ,Bruno Mars,3986048,R&B/Soul
2015,See You Again ,Charlie Puth,5629279,"랩/힙합, 국외영화"
2015,Call You Mine (Feat. Geologic Of The Blue Scholars) ,Jeff Bernat,3808189,R&B/Soul
2015,Someone Like You ,Adele,3143275,R&B/Soul
2015,New Thang ,Redfoo,5781707,일렉트로니카
2015,Best Mistake (Feat. Big Sean) ,Ariana Grande,4836118,POP
2015,Thinking Out Loud ,Ed Sheeran,4699126,록/메탈
2015,When I Was Your Man ,Bruno Mars,3986050,R&B/Soul
2015,GDFR (feat. Sage the Gemini & Lookas) ,Flo Rida,5401711,랩/힙합
2015,No One Else Like You ,Adam Levine,4743562,"록/메탈, 국외영화"
2015,Bang Bang ,Jessie J,4774191,POP
2015,Bad (Feat. Vassy) (Radio Edit) ,David Guetta,4585736,일렉트로니카
2015,Marry You ,Bruno Mars,3146166,R&B/Soul
2015,Animals ,Maroon 5,4857978,"POP, 록/메탈"
2015,Sunday Morning ,Maroon 5,1331699,POP
2015,Happy (Gru's Theme From Despicable Me 2) ,Pharrell Williams,4374667,POP
2015,Feelings ,Maroon 5,4857986,"POP, 록/메탈"
2015,Lucky Strike ,Maroon 5,3835596,"POP, 록/메탈"
2015,Stay With Me ,Sam Smith,4660792,R&B/Soul
2015,Halo ,Beyonce,2017159,R&B/Soul
2015,Groovin' ,Jeff Bernat,3808190,R&B/Soul
2015,I'm Yours ,Jason Mraz,1860268,POP
2015,Payphone (Feat. Wiz Khalifa) ,Maroon 5,3835594,"POP, 록/메탈"
2015,Call Me Maybe ,Carly Rae Jepsen,3803062,POP
2015,Wiggle (Feat. Snoop Dogg) ,Jason Derulo,4626885,R&B/Soul
2015,Flashlight (Radio Edit) ,R3hab,5508095,일렉트로니카
2015,Slow Motion (Album Version) ,Karina,1922885,R&B/Soul
2015,All I Want for Christmas Is You ,Mariah Carey,14776,R&B/Soul
2015,Moves Like Jagger (Studio Recording From The Voice Performance) (Feat. Christina Aguilera) ,Maroon 5,3835605,"POP, 록/메탈"
2015,Tell Me If You Wanna Go Home ,Keira Knightley,4743561,"록/메탈, 국외영화"
2015,Talk Dirty (Feat. 2 Chainz) ,Jason Derulo,4213689,R&B/Soul
2015,All Of Me ,John Legend,4201639,R&B/Soul
2015,Take Me To Church ,Hozier,7915536,록/메탈
2015,#Selfie ,The Chainsmokers,4511990,일렉트로니카
2015,Bangarang (Feat. Sirah) ,Skrillex,3657794,일렉트로니카
2015,Gravity ,Sara Bareilles,1795164,POP
2015,Take A Bow ,Rihanna,1889494,R&B/Soul
2015,"Love Me Like You Do (From ""Fifty Shades Of Grey"") ",Ellie Goulding,7920914,POP
2015,Rolling in the Deep (Explicit Ver.) ,Adele,3143265,R&B/Soul
2015,If You Wonder ,Jeff Bernat,3808188,R&B/Soul
2015,Counting Stars ,OneRepublic,4066039,"POP, 록/메탈"
2015,A Higher Place ,Adam Levine,4743565,"록/메탈, 국외영화"
2015,A Step You Can’t Take Back ,Keira Knightley,4743571,"록/메탈, 국외영화"
2016,I'm Not The Only One ,Sam Smith,4660794,POP
2016,Love Yourself ,Justin Bieber,7931286,POP
2016,Hello ,Adele,7899235,POP
2016,Bang Bang ,Jessie J,4774191,POP
2016,Sugar ,Maroon 5,4857981,"POP, 록/메탈"
2016,I'm Not Sorry (Feat. Eric Bellinger) ,DEAN,5800348,R&B/Soul
2016,One Call Away ,Charlie Puth,5832034,POP
2016,Uptown Funk (Feat. Bruno Mars) ,Mark Ronson,5459268,POP
2016,Samsara (Feat. Emila) ,Tungevaag & Raaban,5599850,일렉트로니카
2016,Lost Stars ,Adam Levine,4743560,"POP, 록/메탈, 국외영화"
2016,Thinking Out Loud ,Ed Sheeran,4699126,록/메탈
2016,YOUTH ,Troye Sivan,7928705,POP
2016,Best Mistake (Feat. Big Sean) ,Ariana Grande,4836118,POP
2016,See You Again ,Charlie Puth,5629279,"랩/힙합, 국외영화"
2016,Someone Like You ,Adele,3143275,R&B/Soul
2016,Call You Mine (Feat. Geologic Of The Blue Scholars) ,Jeff Bernat,3808189,R&B/Soul
2016,New Thang ,Redfoo,5781707,일렉트로니카
2016,Maps ,Maroon 5,5704745,"POP, 록/메탈"
2016,Treasure ,Bruno Mars,3986048,R&B/Soul
2016,"i hate u, i love u (Feat. olivia o'brien) (Album Ver.) ",gnash,8117935,POP
2016,When I Was Your Man ,Bruno Mars,3986050,R&B/Soul
2016,Don't Wanna Know (Feat. Kendrick Lamar) ,Maroon 5,31129770,POP
2016,Problem (Feat. Iggy Azalea) ,Ariana Grande,4836114,POP
2016,Sunday Morning ,Maroon 5,1331699,POP
2016,Groovin' ,Jeff Bernat,3808190,R&B/Soul
2016,Bomba (Klass Club Mix) (영화 '검사외전 강동원 댄스' 삽입곡) ,Jessy Matador,3524358,일렉트로니카
2016,This Is What You Came For ,Calvin Harris,8172221,일렉트로니카
2016,GDFR (feat. Sage the Gemini & Lookas) ,Flo Rida,5401711,랩/힙합
2016,Bad (Feat. Vassy) (Radio Edit) ,David Guetta,4585736,일렉트로니카
2016,Worth It (feat. Kid Ink) ,Fifth Harmony,5557084,POP
2016,Halo ,Beyonce,2017159,R&B/Soul
2016,7 Years ,Lukas Graham,8124376,POP
2016,Closer (Feat. Halsey) ,The Chainsmokers,8287788,일렉트로니카
2016,We Don't Talk Anymore (feat. Selena Gomez) ,Charlie Puth,8037846,POP
2016,Happy (Gru's Theme From Despicable Me 2) ,Pharrell Williams,4374667,POP
2016,What Do You Mean? ,Justin Bieber,5835480,POP
2016,Stay With Me ,Sam Smith,4660792,R&B/Soul
2016,I'm Yours ,Jason Mraz,1860268,POP
2016,Rolling in the Deep (Explicit Ver.) ,Adele,3143265,R&B/Soul
2016,Empire State Of Mind (Feat. Alicia Keys) ,JAY-Z,2286952,랩/힙합
2016,Marry You ,Bruno Mars,3146166,R&B/Soul
2016,Payphone (Feat. Wiz Khalifa) ,Maroon 5,3835594,"POP, 록/메탈"
2016,Lucky Strike ,Maroon 5,3835596,"POP, 록/메탈"
2016,Sorry ,Justin Bieber,7931262,POP
2016,Just The Way You Are ,Bruno Mars,3146162,R&B/Soul
2016,Photograph ,Ed Sheeran,4699121,록/메탈
2016,Moves Like Jagger (Studio Recording From The Voice Performance) (Feat. Christina Aguilera) ,Maroon 5,3835605,"POP, 록/메탈"
2016,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"") ",Justin Timberlake,8175872,POP
2016,Counting Stars ,OneRepublic,4066039,"POP, 록/메탈"
2016,Hotline Bling ,Drake,8180558,랩/힙합
2017,Shape of You ,Ed Sheeran,30188113,POP
2017,Love Yourself ,Justin Bieber,7931286,POP
2017,Closer (Feat. Halsey) ,The Chainsmokers,8287788,일렉트로니카
2017,Something Just Like This ,The Chainsmokers,30271730,일렉트로니카
2017,I'm Not The Only One ,Sam Smith,4660794,POP
2017,See You Again ,Charlie Puth,5629279,"랩/힙합, 국외영화"
2017,"City Of Stars (From ""La La Land"" Soundtrack) ",Ryan Gosling,30102883,"POP, 국외영화"
2017,We Don't Talk Anymore (feat. Selena Gomez) ,Charlie Puth,8037846,POP
2017,Sugar ,Maroon 5,4857981,"POP, 록/메탈"
2017,Don't Wanna Know (Feat. Kendrick Lamar) ,Maroon 5,31129770,POP
2017,One Call Away ,Charlie Puth,5832034,POP
2017,Uptown Funk (Feat. Bruno Mars) ,Mark Ronson,5459268,POP
2017,YOUTH ,Troye Sivan,7928705,POP
2017,That's What I Like ,Bruno Mars,30103593,POP
2017,Hello ,Adele,7899235,POP
2017,Samsara (Feat. Emila) ,Tungevaag & Raaban,5599850,일렉트로니카
2017,Faded ,Alan Walker,8016327,일렉트로니카
2017,I'm Not Sorry (Feat. Eric Bellinger) ,DEAN,5800348,R&B/Soul
2017,Chandelier ,Sia,4534974,POP
2017,24K Magic ,Bruno Mars,30027702,POP
2017,The Ocean (Feat. Shy Martin) (Radio Edit.) ,Mike Perry,8268343,일렉트로니카
2017,Lost Stars ,Adam Levine,4743560,"POP, 록/메탈, 국외영화"
2017,Thinking Out Loud ,Ed Sheeran,4699126,록/메탈
2017,Stay ,Zedd,30272722,일렉트로니카
2017,Someone Like You ,Adele,3143275,R&B/Soul
2017,Santa Tell Me ,Ariana Grande,5475060,POP
2017,Best Mistake (Feat. Big Sean) ,Ariana Grande,4836118,POP
2017,Side To Side (Feat. Nicki Minaj) ,Ariana Grande,32934672,POP
